"rating","date","content","title","variant","images","verified","author","product","url"
"5.0","16-Aug-2019","Finally I could get a flawless Switch console in my hands , this one is perfect , battery life, even the joysticks feels more premium now. I super ultra buster mega recommend this one, best switch version ever.","Better than ever !","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Joao Mota","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","04-Apr-2020","Love the Switch console itself, but cannot stand how people are bulk buying and gouging right now. Really gross behavior and unfortunately Amazon will do nothing about it.","Dick Move","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Ashley","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","06-Apr-2020","Enough said","Price Gouging???  Seriously???","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Mike D","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","18-Apr-2020","This is a ripoff.","""MSRP $299.99 "" This is a ripoff.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","cr2032","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"5.0","07-Sep-2019","As advertised this is the new version oh so happy got it the new battery life is just a charm thank you amazon","As advertised enhanced battery version","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Said","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","24-Oct-2019","Recieved older version of switch.","Not as listed.","Style: Console Color: Gray HAC-001(-01)","https://images-na.ssl-images-amazon.com/images/I/71IjIGqSprL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81gqz9xtOCL._SY88.jpg","Verified Purchase","Nicole","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","19-Nov-2019","Don't buy it! I was mistaken, the promised model was the new nintendo switch with the code: HAC-001 (-01) but the model that was delivered was the old nintendo switch with the code: HAC-001 liars and thieves and that's what you are, shame","I was mistaken","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Luiz Fernando","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","22-Apr-2020","I was supposed to get the hac 001(01) but I got the older version.  Feel a little ripped off but what can you do spent 200 more then what it is worth. They can't be honest.","Watch out buyer be aware.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Amazon Customer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","24-Apr-2020","They're getting bots to buy up all the the switches and inflating the prices.","Dont support the individual sellers","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Edgar Artiles","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","03-May-2020","I love my switch. So much so that my girlfriend has started wanting to use it too and I suggested she look into getting her own since she just bought a game but has no console of her own. We have looked everywhere and now they seem to be selling for $500 instead of the $300 that is normal. This should not be happening in a pandemic where people just want to stay home! So as to reduce the number of price gougers: AMAZON, PLEASE LIMIT THE NUMBER OF CONSOLES THAT A SINGLE ACCOUNT OR CREDIT CARD CAN BUY!","Overpriced! Don't pay more than $300 for it.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Evan Crites","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
"
"1.0","09-May-2020","It's suck a jerk move to raise the price by 200 plus dollars. Take the extra 200 and live a terrific life you jerk. Only reason I bought from you is because a) only one I could find b) it was my neices birthday and she's extremely sick. That's all she asked for but people like you do what you do best and upcharge. Have a great life.","Jerk who raises the price by 200$","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Brandon","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","29-Apr-2020","The Switch ONLY costs $299.00 if purchased from a reputable person so don't pay exorbitant prices - and especially not for a used or refurbished system!","Don't Pay DOUBLE What It's Worth!!!!!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","A Peace","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","17-Apr-2020","PLEASE DONT BUY PRODUCT AS ITS OVER PRICED DONT WASTE YOUR MONEY NINTENDO STILL HAS THE SWITCH AT 299.99 JUST CHECK THEIR WEBSITE NOT WORTH THE PRICE YOUR BETTER OFF MAKING YOUR OWN SWITCH FROM SCRATCH","OVER PRICED!!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","bernal","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","07-Apr-2020","The product did not come with controllers. It had a bunch of post it notes instead.","Missing items","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","cho sung zoon","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","18-Apr-2020","I'm just a frequent Amazon Prime customer who was looking into buying extra controllers and I came across these full buy console units... just normal everything obviously includes the screen, controllers: blue-red and base console charger port(with its cables) and that's it! NO games NO SD memory chip for more memory capacity or even NO 6 or 12 month online account. $600.00 WOW... I'm an AMAZON fan hands down but GameStop has you beat on whole system Nintendo Switch for $299.99 before taxes. Whats with these prices for Nintendo Switch  systems ? ——————————————————————- I came to understand that some store around my area have almost nothing shipped in and as well not taking any trade in. So supply and demand is the reason for raising the prices on these items(taking advantage in other words) Switch for $600.00 and if buying controllers there not $60 or $70 there any color$104.99... with the exception of maybe the grey joy-cons. I guess people take advantage of others not just games but outside of them too when it comes to the world of games.","$600.00 WTH ?!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Xavier Colon","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","31-Jan-2020","I purchased a new Nintendo Switch and what i received a used Nintendo Switch finger prints all over the screen and also food particles on the screen. im not kidding im so mad so disappointed because my son opened as an birthday gift .it still had the 3 peoples profiles who had it before.","Purchase new but got a used 1","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Davis","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","10-Apr-2020","Yeah This Is A Great Product And All, for 299.99 Plus Tax.","Gouging","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Ricardo","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","23-Apr-2020","This is too darn expensive! Please lower the price! This is a hard time and is very unacceptable!!!!","Stop ripping people off!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Jess","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","30-Nov-2019","Bought this Black Friday! Item arrived in one day but the $25 gift card I was supposed to receive or be able to redeem seems to be a mystery. Been trying to get an answer from customer service for 30 min and I have been transferred 3x. I work in digital marketing with coupon codes and this is terrible execution: very disappointed!!!!","Deal not valid! CS is not supportive","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Leanne Skipper","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","07-Mar-2020","I'll write the positives after I use it but thoroughly disappointed in amazon. The unit is clearly used and opened, there's a blue sticker on the outside, and it's covered in fingerprints. A shame. Three stars off the bat. Hopefully I like this thing. After I CLEAN it. EDIT: Now this review has become a one star. There's no joycon controller center piece in here. Absolutely terrible quality control","Used product. Disappointed.","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","James Shaw","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
"
"1.0","18-Apr-2020","DONT PAY 500 BUCKS FOR THIS. ITS WORTH 300. Just another prat capitalizing on Covid 19.  You can get this exact model for 300.","Far too expensive.","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Buoni R.","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","19-Oct-2019","I purchased a brand new Nintendo Switch along with the game Pokemon Lets Go Evee. After setting up the console and following the instructions I inserted the game cartridge into the switch only to find that the my Nintendo Switch couldn't read the game cartridge. I tried trouble shooting the problem by looking up solutions online as well as contacting Nintendo customer support to fix the issue. Nothing worked and they recommended that I send it in to get it fixed which could take 3-4 weeks. As I am not sure if the problem is with the switch itself or with the game cartridge I am returning them both.","Won't read game cartridge","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Amazon Customer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","31-Mar-2020","I received it a couple of days earlier than expected, however one of the controllers was not recognized by the console, I followed the online directions, still nothing, ended up sending it back.  Not happy, also Nintendo fix it shop is down with the virus so they wont fix anything until this is done.  I know because when I went online to try to get it to work it was one of the notifications I got.  I have to wonder if there is any quality control, a new product that costs this much should work.","Got new, one of the controllers did not work","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","LRR","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","29-Apr-2020","Price is outrageous !! People try to make money off of people like that is wrong!!","Price is outrageous !!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","Bonnie McAvity","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","26-Dec-2019","Need to replace this Switch, 10 year old son woke up on Christmas morning and received this unit from Santa Claus, screen protector was already on it and user name Ronin had played over 200hrs. With that said the console is locked on Nintendo Switch Screen, horrible experience!","Item Was Used","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Chuck","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","01-Apr-2020","It’s already broken less than 1 month use. And the window to return is closed.","Piece of crap","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Tamara","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"2.0","30-Mar-2020","Great product!  After further review and updated news stories....the price was significantly inflated!  Be advised...do better homework than I did.","Overpriced","Style: Console Color: Gray HAC-001(-01)","","Verified Purchase","Amazon Customer","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","14-Apr-2020","why would i pay almost 500 dollars for a used switch when i can go to nintendo's website and buy it brand new for 300","overpriced for used","Style: Console Color: Neon Blue and Red HAC-001(-01)","","","joseph dye","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","16-Apr-2020","Nintendo left consumers out of luck on this one, no new stocking dates, leaving price gougers to upcharge, the Nintendo switch is not a terrible console but the specs are not worth anywhere close to $500, It comes with a 720p screen. Almost everything has a better screen than this by now. don't pay the same price of ps4 or Xbox one for something that's made from $150 (probably even cheaper) worth of parts.","failing to protect customers","Style: Console Color: Gray HAC-001(-01)","","","person 1","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
"1.0","26-May-2020","I generally don't write reviews and although the product is good the price was outrageous. Normally would have been 290.00 was charged over $500.00. Guess that's what happens when there is a pandemic. PRICE GOUGING.","PRICE GOUGING!!!","Style: Console Color: Neon Blue and Red HAC-001(-01)","","Verified Purchase","Micka53","Nintendo Switch with Neon Blue and Neon Red Joy‑Con - HAC-001(-01)","https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/product-reviews/B07VGRJDFY/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
"
